experiment,uniform,base_rate,sticky,bigram
badham2017deficits/exp1.csv,0.6931471805599453,0.6998646441918239,0.6949491299638368,0.699907026999919
bahrami2020four/exp.csv,1.3862943611198906,1.2401635291942452,1.008865342571474,0.9780313215313718
collsiöö2023MCPL/exp1.csv,2.185446273770581,1.950267475151449,2.165648269319651,2.057456795316623
collsiöö2023MCPL/exp2.csv,2.155338839289402,1.9111210546974624,2.15017917303685,2.006963907619497
collsiöö2023MCPL/exp3.csv,2.069849089262205,1.8197764834862837,2.0295076162990253,1.8593608554905934
cox2017information/exp1.csv,3.69114426645799,2.180984600375948,2.781610020848698,1.934059371834827
enkavi2019adaptivenback/exp1.csv,0.6931471805599453,0.6148156367359783,0.6784160248059388,0.6165593122190213
enkavi2019digitspan/exp1.csv,2.302585092994046,2.34994594349785,2.2440154223665907,2.236352369846006
enkavi2019gonogo/exp1.csv,0.0,0.0,0.0,0.0
enkavi2019recentprobes/exp1.csv,0.6931471805599453,0.7194296645912567,0.7170861680656843,0.733758413235527
feng2021dynamics/exp1.csv,0.6931471805599453,0.6888092167334524,0.5604705285319262,0.561255392203111
flesch2018comparing/exp1.csv,0.6931471805599453,0.6777167851580751,0.6847675834794656,0.6744742747593696
frey2017cct/exp1.csv,0.6931471805599453,0.2926678390276978,0.4141186594671582,0.293293354887448
frey2017risk/exp1.csv,0.6931471805599453,0.09975628240768712,0.16623720942466516,0.10180416407713992
garcia2023experiential/exp1.csv,2.645415258691513,2.3413456995615616,2.545622470462955,2.4039714584746537
garcia2023experiential/exp2.csv,2.657799642869592,2.3040400707658657,1.6970575154354344,1.599348849220139
garcia2023experiential/exp3.csv,2.676416247268625,2.298663520009632,1.6318521429946724,1.587702522549832
garcia2023experiential/exp4.csv,2.12680979805936,1.594146658081184,1.2429228027263712,1.0387244962589315
gershman2018deconstructing/exp1.csv,0.6931471805599453,0.5119628849503186,0.4677955702928177,0.44141220187435265
gershman2018deconstructing/exp2.csv,0.6931471805599453,0.6859935567952439,0.5658622860042958,0.5666002183013691
gershman2020reward/exp1.csv,1.0986122886681098,1.1030034051983888,1.101818336043071,1.1119262345477638
hebart2023things/exp1.csv,1.0905029865059466,1.1426929987812826,1.129332991461106,1.1750819863394213
hilbig2014generalized/exp1.csv,0.6931471805599453,0.7176340123220334,0.7177263660554404,0.7349577977626809
jansen2021dunningkruger/exp1.csv,2.461625901118703,2.597756116051192,2.491848453020665,2.404364965643826
kool2016when/exp1.csv,1.3862943611198906,1.391575283229845,1.3594476071439439,1.3601633767024945
kool2016when/exp2.csv,1.791759469228055,1.7105162853842197,1.6331519343119192,1.1376987018418123
kool2017cost/exp1.csv,1.3862943611198906,1.4009496832492399,1.384409080462649,1.4200264039962907
kool2017cost/exp2.csv,1.7917594692280552,1.6800935291240338,1.6189415838653547,1.0445881746335235
krueger2022identifying/exp1.csv,2.3881632481008683,2.3878101475001468,2.3065787247378897,1.9487624220905653
kumar2023disentangling/exp1.csv,3.8685434258141167,3.937171990939243,3.8704577177705977,3.6951929350596227
lefebvre2017behavioural/exp1.csv,2.031494529604539,1.9641072197455396,2.050452688708632,2.0163692221708955
lefebvre2017behavioural/exp2.csv,2.0126758453675744,1.8988730442885373,2.0305732087540154,1.9388461912113768
levering2020revisiting/exp1.csv,1.8658536372303491,0.9885326391001388,1.7107066367273496,1.062658231075786
levering2020revisiting/exp2.csv,1.8138828681876025,0.9768025945804624,1.6806606982994998,1.041712823619492
ludwig2023human/exp0.csv,0.6931471805599453,0.7015552517079297,0.6890758964267781,0.6957184720248418
ludwig2023human/exp1.csv,0.6931471805599453,0.7010483646680685,0.6962646287615114,0.7023566624245194
ludwig2023human/exp2.csv,0.6931471805599453,0.6753573329343101,0.6862095084718316,0.6690905355690351
peterson2021using/exp1.csv,0.6931471805599453,0.6948546851576546,0.5686465545396094,0.5816370729462078
plonsky2018when/exp1.csv,0.6931471805599454,0.6788239225922105,0.449969557086392,0.44993590197513006
popov2023intent/exp1.csv,3.712986341307145,2.6708971921734093,3.0795060274590096,2.3751689382292986
popov2023intent/exp2.csv,3.5064914885005,2.508656572355478,2.816327259945266,2.231114509382375
popov2023intent/exp3.csv,3.6572202330704187,2.7801876569653747,3.1722841975907694,2.470704238744346
ruggeri2022globalizability/exp1.csv,0.6654212933375474,0.6695685390966161,0.6772683579108991,0.6819616787762887
sadeghiyeh2020temporal/exp1.csv,0.6931471805599453,0.6939721825622553,0.6867382928413975,0.6862142787038419
schulz2020finding/exp1.csv,2.0794415416798357,1.6036967352211429,1.1299263952433003,1.075610739502632
schulz2020finding/exp2.csv,2.0794415416798357,1.8484118314114841,1.2122083886711978,1.1443599638697717
schulz2020finding/exp3.csv,2.072413573646966,1.6769633847910626,1.3587509226882382,1.244645481984512
schulz2020finding/exp4.csv,2.0794415416798357,1.905333912768294,1.3740934707295855,1.3779736545192807
